RGD:620474	1252
MGI:109583	581
MGI:104735	256
HGNC:11998	235
MGI:97490	163
DOID:10652	140
SGD:S000001855	138
WB:WBGene00000898	130
FB:FBgn0265598	124
FB:FBgn0263933	120
FB:FBgn0000490	116
FB:FBgn0026379	114
HGNC:9588	107
MGI:98297	106
MGI:88180	104
FB:FBgn0039044	94
HGNC:1100	89
RGD:3889	89
ZFIN:ZDB-GENE-001103-1	89
MGI:98834	88
FB:FBgn0284084	86
HGNC:3603	85
MGI:105043	85
ZFIN:ZDB-GENE-990415-8	84
MGI:88057	82
MGI:98214	81
FB:FBgn0003996	80
FB:FBgn0000229	77
FB:FBgn0027335	77
ZFIN:ZDB-GENE-990415-72	76
FB:FBgn0036576	70
RGD:2004	70
MGI:104993	68
MGI:88276	66
SGD:S000004103	64
HGNC:4851	63
DOID:4	60
MGI:107177	60
MGI:96677	60
SGD:S000002678	59
DOID:14330	58
MGI:98364	58
SGD:S000000004	58
SGD:S000002388	58
HGNC:11892	56
DOID:162	55
MGI:104798	55
MGI:98865	55
WB:WBGene00000254	54
WB:WBGene00015146	54
DOID:1838	52
FB:FBgn0029891	52
FB:FBgn0041100	52
MGI:104537	52
SGD:S000000364	52
WB:WBGene00009632	52
ZFIN:ZDB-GENE-001103-2	52
SGD:S000000865	51
DOID:7	50
MGI:109257	50
MGI:95640	50
WB:WBGene00000912	50
WB:WBGene00001135	50
WB:WBGene00002992	50
MGI:88351	49
ZFIN:ZDB-GENE-980526-135	49
FB:FBgn0019972	48
SGD:S000000747	48
HGNC:4827	47
FB:FBgn0285944	46
MGI:88467	46
MGI:96559	46
DOID:9952	43
MGI:96680	43
MGI:96897	43
SGD:S000001179	43
SGD:S000003439	43
HGNC:1101	42
HGNC:11117	42
HGNC:4335	42
MGI:3618751	42
MGI:88039	42
RGD:61995	42
SGD:S000005125	42
FB:FBgn0003975	41
FB:FBgn0260400	41
HGNC:11179	41
MGI:97943	41
SGD:S000004970	41
ZFIN:ZDB-GENE-040426-1716	41
FB:FBgn0000527	40
HGNC:5232	40
MGI:1352467	40
MGI:99400	40
WB:WBGene00004397	40
WB:WBGene00008775	40
FB:FBgn0003205	39
MGI:2448480	39
MGI:97810	39
SGD:S000003833	39
MGI:95691	38
MGI:97363	38
MGI:98371	38
SGD:S000004419	38
DOID:1612	37
FB:FBgn0086348	37
HGNC:7	37
HGNC:7553	37
MGI:1098283	37
WB:WBGene00003912	37
HGNC:6284	36
MGI:1333815	36
MGI:2684360	36
WB:WBGene00017137	36
FB:FBgn0000117	35
FB:FBgn0004034	35
HGNC:620	35
MGI:96067	35
SGD:S000000870	35
SGD:S000005737	35
WB:WBGene00000090	35
FB:FBgn0030787	34
MGI:1916193	34
SGD:S000002339	34
SGD:S000003865	34
SGD:S000124955	34
WB:WBGene00002299	34
DOID:1793	33
FB:FBgn0030343	33
HGNC:603	33
MGI:2151016	33
MGI:2384747	33
MGI:87853	33
MGI:95895	33
SGD:S000001458	33
SGD:S000003827	33
SGD:S000005438	33
FB:FBgn0003515	32
MGI:1355296	32
MGI:2676818	32
MGI:95824	32
MGI:98974	32
SGD:S000003424	32
ZFIN:ZDB-GENE-060503-794	32
DOID:14250	31
DOID:9255	31
FB:FBgn0000055	31
HGNC:3686	31
MGI:103178	31
MGI:109337	31
MGI:97487	31
SGD:S000000319	31
SGD:S000002691	31
HGNC:26144	30
HGNC:6922	30
MGI:1339758	30
MGI:1918623	30
MGI:95574	30
MGI:98369	30
MGI:98953	30
WB:WBGene00006952	30
FB:FBgn0000241	29
HGNC:1390	29
MGI:102709	29
MGI:1919539	29
MGI:95564	29
MGI:99607	29
SGD:S000002308	29
